time	V(vo)
5.901411481598591e-003	-3.290066e-001
5.911177106598590e-003	-3.239474e-001
5.920942731598590e-003	-3.183089e-001
5.930708356598590e-003	-3.119856e-001
5.940473981598590e-003	-3.048040e-001
5.950239606598590e-003	-2.964419e-001
5.960005231598589e-003	-2.861959e-001
5.969770856598589e-003	-2.726513e-001
5.977867945409571e-003	-2.567804e-001
5.983540369964875e-003	-2.397846e-001
5.990626543909210e-003	-2.089472e-001
5.995673222511257e-003	-1.792366e-001
6.000954229778871e-003	-1.408032e-001
6.004620954257873e-003	-1.111746e-001
6.008413108248224e-003	-7.988452e-002
6.012263438977281e-003	-4.944825e-002
6.016031667439229e-003	-2.172985e-002
6.020720582366167e-003	9.442785e-003
6.029302149916047e-003	5.941669e-002
6.039067774916047e-003	1.076647e-001
6.048833399916046e-003	1.474403e-001
6.058599024916046e-003	1.800827e-001
6.068364649916046e-003	2.070047e-001
6.078130274916046e-003	2.293501e-001
6.087895899916046e-003	2.480306e-001
6.097661524916045e-003	2.637681e-001
6.107427149916045e-003	2.771319e-001
6.117192774916045e-003	2.885700e-001
6.126958399916045e-003	2.984335e-001
6.136724024916045e-003	3.069970e-001
6.146489649916044e-003	3.144751e-001
6.156255274916044e-003	3.210350e-001
6.166020899916044e-003	3.268068e-001
6.175786524916044e-003	3.318914e-001
6.185552149916044e-003	3.363671e-001
6.195317774916043e-003	3.402941e-001
6.205083399916043e-003	3.437191e-001
6.214849024916043e-003	3.466777e-001
6.224614649916043e-003	3.491972e-001
6.234380274916043e-003	3.512983e-001
6.244145899916042e-003	3.529967e-001
6.263677149916042e-003	3.552292e-001
6.283208399916042e-003	3.559556e-001
6.302739649916041e-003	3.552054e-001
6.322270899916041e-003	3.529864e-001
6.341802149916040e-003	3.492867e-001
6.361333399916040e-003	3.440699e-001
6.380864649916039e-003	3.372591e-001
6.390630274916039e-003	3.332129e-001
6.400395899916039e-003	3.287014e-001
6.410161524916039e-003	3.236798e-001
6.419927149916039e-003	3.180815e-001
6.429692774916038e-003	3.118032e-001
6.439458399916038e-003	3.046752e-001
6.449224024916038e-003	2.963842e-001
6.458989649916038e-003	2.862520e-001
6.468755274916038e-003	2.728750e-001
6.477047471337020e-003	2.568586e-001
6.482695639850851e-003	2.401347e-001
