Freq.	V(outder)/V(VIN)
1.09647819614318e+003	(4.47695170959519e+000dB,-9.00051320923098e+001°)
1.12201845430196e+003	(4.67701054258802e+000dB,-9.00052516357865e+001°)
1.14815362149688e+003	(4.87707214872153e+000dB,-9.00053739639093e+001°)
1.17489755493952e+003	(5.07713665873100e+000dB,-9.00054991415498e+001°)
1.20226443461741e+003	(5.27720420951711e+000dB,-9.00056272350909e+001°)
1.23026877081237e+003	(5.47727494443679e+000dB,-9.00057583124625e+001°)
1.25892541179416e+003	(5.67734901360797e+000dB,-9.00058924431778e+001°)
1.28824955169313e+003	(5.87742657422866e+000dB,-9.00060296983697e+001°)
1.31825673855640e+003	(6.07750779091114e+000dB,-9.00061701508286e+001°)
1.34896288259165e+003	(6.27759283603194e+000dB,-9.00063138750418e+001°)
1.38038426460288e+003	(6.47768189009832e+000dB,-9.00064609472320e+001°)
1.41253754462275e+003	(6.67777514213223e+000dB,-9.00066114453988e+001°)
1.44543977074592e+003	(6.87787279007220e+000dB,-9.00067654493596e+001°)
1.47910838816820e+003	(7.07797504119448e+000dB,-9.00069230407920e+001°)
1.51356124843620e+003	(7.27808211255390e+000dB,-9.00070843032775e+001°)
1.54881661891247e+003	(7.47819423144577e+000dB,-9.00072493223458e+001°)
1.58489319246110e+003	(7.67831163588948e+000dB,-9.00074181855201e+001°)
1.62181009735892e+003	(7.87843457513513e+000dB,-9.00075909823639e+001°)
1.65958690743755e+003	(8.07856331019407e+000dB,-9.00077678045285e+001°)
1.69824365246173e+003	(8.27869811439456e+000dB,-9.00079487458020e+001°)
1.73780082874936e+003	(8.47883927396380e+000dB,-9.00081339021586e+001°)
1.77827941003891e+003	(8.67898708863755e+000dB,-9.00083233718103e+001°)
1.81970085860997e+003	(8.87914187229853e+000dB,-9.00085172552589e+001°)
1.86208713666286e+003	(9.07930395364524e+000dB,-9.00087156553492e+001°)
1.90546071796323e+003	(9.27947367689237e+000dB,-9.00089186773245e+001°)
1.94984459975803e+003	(9.47965140250450e+000dB,-9.00091264288818e+001°)
1.99526231496887e+003	(9.67983750796458e+000dB,-9.00093390202297e+001°)
2.04173794466952e+003	(9.88003238857894e+000dB,-9.00095565641468e+001°)
2.08929613085403e+003	(1.00802364583204e+001dB,-9.00097791760420e+001°)
2.13796208950222e+003	(1.02804501507117e+001dB,-9.00100069740160e+001°)
2.18776162394954e+003	(1.04806739197503e+001dB,-9.00102400789239e+001°)
2.23872113856832e+003	(1.06809082408780e+001dB,-9.00104786144402e+001°)
2.29086765276776e+003	(1.08811536119960e+001dB,-9.00107227071243e+001°)
2.34422881531991e+003	(1.10814105545284e+001dB,-9.00109724864880e+001°)
2.39883291901947e+003	(1.12816796145366e+001dB,-9.00112280850650e+001°)
2.45470891568501e+003	(1.14819613638859e+001dB,-9.00114896384814e+001°)
2.51188643150956e+003	(1.16822564014694e+001dB,-9.00117572855278e+001°)
2.57039578276885e+003	(1.18825653544880e+001dB,-9.00120311682341e+001°)
2.63026799189536e+003	(1.20828888797932e+001dB,-9.00123114319449e+001°)
2.69153480392690e+003	(1.22832276652931e+001dB,-9.00125982253971e+001°)
2.75422870333815e+003	(1.24835824314258e+001dB,-9.00128917007999e+001°)
2.81838293126443e+003	(1.26839539327032e+001dB,-9.00131920139158e+001°)
2.88403150312659e+003	(1.28843429593282e+001dB,-9.00134993241441e+001°)
2.95120922666636e+003	(1.30847503388901e+001dB,-9.00138137946062e+001°)
3.01995172040199e+003	(1.32851769381397e+001dB,-9.00141355922329e+001°)
3.09029543251357e+003	(1.34856236648513e+001dB,-9.00144648878540e+001°)
3.16227766016836e+003	(1.36860914697722e+001dB,-9.00148018562899e+001°)
3.23593656929626e+003	(1.38865813486668e+001dB,-9.00151466764451e+001°)
3.31131121482589e+003	(1.40870943444584e+001dB,-9.00154995314044e+001°)
3.38844156139200e+003	(1.42876315494738e+001dB,-9.00158606085313e+001°)
