Freq.	V(out)
2.05116217882553e+000	(-6.40632715227353e-006dB,-6.94113215480785e-002°)
2.05589059598411e+000	(-6.43589741764398e-006dB,-6.95713311390909e-002°)
2.06062991326997e+000	(-6.46560417219767e-006dB,-6.97317095900943e-002°)
2.06538015581050e+000	(-6.49544804757094e-006dB,-6.98924577513971e-002°)
2.07014134879101e+000	(-6.52542967443586e-006dB,-7.00535764752684e-002°)
2.07491351745488e+000	(-6.55554969117911e-006dB,-7.02150666159414e-002°)
2.07969668710366e+000	(-6.58580873618740e-006dB,-7.03769290296188e-002°)
2.08449088309726e+000	(-6.61620745074044e-006dB,-7.05391645744771e-002°)
2.08929613085401e+000	(-6.64674647804661e-006dB,-7.07017741106710e-002°)
2.09411245585086e+000	(-6.67742646806459e-006dB,-7.08647585003379e-002°)
2.09893988362349e+000	(-6.70824807075310e-006dB,-7.10281186076029e-002°)
2.10377843976644e+000	(-6.73921193896384e-006dB,-7.11918552985829e-002°)
2.10862814993326e+000	(-6.77031872940586e-006dB,-7.13559694413914e-002°)
2.11348903983661e+000	(-6.80156910457417e-006dB,-7.15204619061433e-002°)
2.11836113524847e+000	(-6.83296372214218e-006dB,-7.16853335649591e-002°)
2.12324446200018e+000	(-6.86450325135524e-006dB,-7.18505852919698e-002°)
2.12813904598268e+000	(-6.89618836145872e-006dB,-7.20162179633215e-002°)
2.13304491314654e+000	(-6.92801972266234e-006dB,-7.21822324571800e-002°)
2.13796208950220e+000	(-6.95999801192613e-006dB,-7.23486296537354e-002°)
2.14289060112002e+000	(-6.99212390524582e-006dB,-7.25154104352069e-002°)
2.14783047413050e+000	(-7.02439808536744e-006dB,-7.26825756858475e-002°)
2.15278173472434e+000	(-7.05682123600136e-006dB,-7.28501262919484e-002°)
2.15774440915263e+000	(-7.08939404375098e-006dB,-7.30180631418441e-002°)
2.16271852372698e+000	(-7.12211720197000e-006dB,-7.31863871259168e-002°)
2.16770410481966e+000	(-7.15499140594079e-006dB,-7.33550991366012e-002°)
2.17270117886371e+000	(-7.18801734805276e-006dB,-7.35242000683893e-002°)
2.17770977235312e+000	(-7.22119573033863e-006dB,-7.36936908178352e-002°)
2.18272991184296e+000	(-7.25452725772409e-006dB,-7.38635722835597e-002°)
